"url","date","title","count"
"http://www.nytimes.com/1986/02/02/opinion/l-wary-of-lebanon-160286.html",1986-02-02,"WARY OF LEBANON",299
"http://www.nytimes.com/1986/02/04/world/huge-bomb-blast-kills-10-in-beirut.html",1986-02-04,"HUGE BOMB BLAST KILLS 10 IN BEIRUT",378
"http://www.nytimes.com/1986/02/05/world/israelis-intercept-a-libyan-civil-jet-and-then-let-it-go.html",1986-02-05,"ISRAELIS INTERCEPT A LIBYAN CIVIL JET AND THEN LET IT GO",1208
"http://www.nytimes.com/1986/02/05/world/libya-accuses-us-of-role-in-seizure.html",1986-02-05,"LIBYA ACCUSES U.S. OF ROLE IN SEIZURE",1025
"http://www.nytimes.com/1986/02/06/world/syria-weighs-response.html",1986-02-06,"Syria Weighs Response",349
"http://www.nytimes.com/1986/02/06/world/rabin-defends-air-interception-vows-more-unconventional-acts.html",1986-02-06,"RABIN DEFENDS AIR INTERCEPTION; VOWS MORE 'UNCONVENTIONAL' ACTS",524
"http://www.nytimes.com/1986/02/09/weekinreview/the-world-israel-stops-the-wrong-jet.html",1986-02-09,"THE WORLD; Israel Stops The Wrong Jet",299
"http://www.nytimes.com/1986/02/10/world/around-the-world-hard-line-palestinians-meet-in-syria.html",1986-02-10,"AROUND THE WORLD Hard-Line Palestinians Meet in Syria",157
"http://www.nytimes.com/1986/02/16/world/behind-the-rigid-facade-damascus-has-a-softer-side.html",1986-02-16,"BEHIND THE RIGID FACADE, DAMASCUS HAS A SOFTER SIDE",755
"http://www.nytimes.com/1986/02/16/world/new-links-to-syrians-found-in-suicide-terror-bombings.html",1986-02-16,"NEW LINKS TO SYRIANS FOUND IN SUICIDE TERROR BOMBINGS",2051
"http://www.nytimes.com/1986/02/20/world/hussein-decision-end-of-the-line-in-middle-east.html",1986-02-20,"HUSSEIN DECISION: END OF THE LINE IN MIDDLE EAST?",895
"http://www.nytimes.com/1986/02/22/world/iran-offensive-worries-gulf-nations.html",1986-02-22,"IRAN OFFENSIVE WORRIES GULF NATIONS",920
"http://www.nytimes.com/1986/02/23/world/hussein-arafat-rift-said-to-aid-plo-unity.html",1986-02-23,"HUSSEIN-ARAFAT RIFT SAID TO AID P.L.O. UNITY",606
"http://www.nytimes.com/1986/02/23/world/jordanians-irked-by-delay-in-us-arms-sale.html",1986-02-23,"JORDANIANS IRKED BY DELAY IN U.S. ARMS SALE",623
"http://www.nytimes.com/1986/02/24/world/lebanese-christian-towns-hit-with-shells-and-rockets.html",1986-02-24,"LEBANESE CHRISTIAN TOWNS HIT WITH SHELLS AND ROCKETS",648
"http://www.nytimes.com/1986/02/25/world/car-bomb-in-east-beirut-kills-5-and-wounds-30.html",1986-02-25,"CAR BOMB IN EAST BEIRUT KILLS 5 AND WOUNDS 30",658
"http://www.nytimes.com/1986/02/25/world/jordan-to-allow-palestinians-and-plo-offices-to-remain.html",1986-02-25,"JORDAN TO ALLOW PALESTINIANS AND P.L.O. OFFICES TO REMAIN",330
"http://www.nytimes.com/1986/03/03/world/west-bank-mayor-named-by-israel-killed-by-gunmen.html",1986-03-03,"WEST BANK MAYOR, NAMED BY ISRAEL, KILLED BY GUNMEN",1013
"http://www.nytimes.com/1986/03/09/world/car-bomb-kills-5-and-wounds-30-in-east-beirut.html",1986-03-09,"CAR BOMB KILLS 5 AND WOUNDS 30 IN EAST BEIRUT",400
"http://www.nytimes.com/1986/03/11/world/islamic-group-issues-new-threat-on-french-hostages-in-lebanon.html",1986-03-11,"ISLAMIC GROUP ISSUES NEW THREAT ON FRENCH HOSTAGES IN LEBANON",817
"http://www.nytimes.com/1986/03/14/world/us-says-france-missed-chance-to-seize-beirut-hijacking-suspect.html",1986-03-14,"U.S. SAYS FRANCE MISSED CHANCE TO SEIZE BEIRUT HIJACKING SUSPECT",842
"http://www.nytimes.com/1986/03/23/nyregion/kurdish-culture-finds-brooklyn-home.html",1986-03-23,"KURDISH CULTURE FINDS BROOKLYN HOME",773
"http://www.nytimes.com/1986/03/26/world/combat-with-libya-the-adversary-s-home-front-concern-over-hostages.html",1986-03-26,"COMBAT WITH LIBYA: THE ADVERSARY'S HOME FRONT; Concern Over Hostages",479
"http://www.nytimes.com/1986/03/30/weekinreview/lebanon-s-deadly-cycle-begins-anew.html",1986-03-30,"LEBANON'S DEADLY CYCLE BEGINS ANEW",629
"http://www.nytimes.com/1986/04/06/world/lebanese-woman-denies-a-role-in-bombing-of-twa-airliner.html",1986-04-06,"LEBANESE WOMAN DENIES A ROLE IN BOMBING OF T.W.A. AIRLINER",522
"http://www.nytimes.com/1986/04/06/books/all-aboard-the-flying-carpet.html",1986-04-06,"ALL ABOARD THE FLYING CARPET",1620
"http://www.nytimes.com/1986/04/12/world/frenchman-seized-in-beirut-is-rescued-by-rabbit-hunters.html",1986-04-12,"FRENCHMAN SEIZED IN BEIRUT IS RESCUED BY RABBIT HUNTERS",406
"http://www.nytimes.com/1986/04/13/world/unmasking-a-terror-group-typical-pattern-of-travel-havens-and-killings.html",1986-04-13,"UNMASKING A TERROR GROUP: TYPICAL PATTERN OF TRAVEL, HAVENS AND KILLINGS",2325
"http://www.nytimes.com/1986/04/13/opinion/fair-warning-reagan-confronts-an-intractable-qaddafi.html",1986-04-13,"FAIR WARNING; REAGAN CONFRONTS AN INTRACTABLE QADDAFI",1008
"http://www.nytimes.com/1986/04/13/world/freed-hostage-returns-to-france.html",1986-04-13,"FREED HOSTAGE RETURNS TO FRANCE",47
"http://www.nytimes.com/1986/04/16/world/most-arab-nations-condemn-us-as-terrorist-groups-issue-threats.html",1986-04-16,"MOST ARAB NATIONS CONDEMN U.S. AS TERRORIST GROUPS ISSUE THREATS",646
"http://www.nytimes.com/1986/04/20/world/syria-reports-series-of-blasts-on-buses-and-blames-israelis.html",1986-04-20,"SYRIA REPORTS SERIES OF BLASTS ON BUSES AND BLAMES ISRAELIS",303
"http://www.nytimes.com/1986/04/28/world/a-mideast-roster-of-violence-the-militants-and-their-state-sponsors.html",1986-04-28,"A Mideast Roster of Violence: the Militants and Their State Sponsors",1033
"http://www.nytimes.com/1986/05/06/world/syrian-makes-reciprocal-visit-to-jordan.html",1986-05-06,"SYRIAN MAKES RECIPROCAL VISIT TO JORDAN",655
"http://www.nytimes.com/1986/05/09/world/syria-protests-charges-it-is-linked-to-terror.html",1986-05-09,"SYRIA PROTESTS CHARGES IT IS LINKED TO TERROR",374
"http://www.nytimes.com/1986/05/10/world/no-sign-of-war-with-syria-israel-says.html",1986-05-10,"NO SIGN OF WAR WITH SYRIA, ISRAEL SAYS",886
"http://www.nytimes.com/1986/05/10/world/syria-hints-at-a-revival-of-dissidents.html",1986-05-10,"SYRIA HINTS AT A REVIVAL OF DISSIDENTS",621
"http://www.nytimes.com/1986/05/11/world/syria-tied-to-berlin-bombing-and-to-attempt-on-el-al-jet.html",1986-05-11,"SYRIA TIED TO BERLIN BOMBING AND TO ATTEMPT ON EL AL JET",2192
"http://www.nytimes.com/1986/05/11/world/britain-expels-3-syrian-attaches-spain-seizes-10-guerrilla-suspects-london.html",1986-05-11,"BRITAIN EXPELS 3 SYRIAN ATTACHES; SPAIN SEIZES 10 GUERRILLA SUSPECTS; LONDON REPORTS IT HAS 'PLENTY' ON DIPLOMATS BUT GIVES NO DETAILS",796
"http://www.nytimes.com/1986/05/11/nyregion/news-summary-sunday-may-11-1986.html",1986-05-11,"NEWS SUMMARY: SUNDAY, MAY 11, 1986",524
"http://www.nytimes.com/1986/05/12/world/damascus-expels-3-british-envoys.html",1986-05-12,"DAMASCUS EXPELS 3 BRITISH ENVOYS",1001
"http://www.nytimes.com/1986/05/12/nyregion/news-summary-monday-may-12-1986.html",1986-05-12,"NEWS SUMMARY: MONDAY, MAY 12, 1986",829
"http://www.nytimes.com/1986/05/13/world/syrians-in-lebanon-said-to-carve-a-trench-system-closer-to-israel.html",1986-05-13,"SYRIANS IN LEBANON SAID TO CARVE A TRENCH SYSTEM CLOSER TO ISRAEL",855
"http://www.nytimes.com/1986/05/14/opinion/how-to-fight-terror-from-the-air.html",1986-05-14,"How to Fight Terror From the Air",496
"http://www.nytimes.com/1986/05/15/world/lebanese-report-israeli-tank-buildup.html",1986-05-15,"LEBANESE REPORT ISRAELI TANK BUILDUP",562
"http://www.nytimes.com/1986/05/18/world/syrian-president-reported-to-face-harsh-challenges.html",1986-05-18,"SYRIAN PRESIDENT REPORTED TO FACE HARSH CHALLENGES",1619
"http://www.nytimes.com/1986/05/19/world/israel-and-syria-believed-to-face-risk-of-conflict.html",1986-05-19,"ISRAEL AND SYRIA BELIEVED TO FACE RISK OF CONFLICT",2834
"http://www.nytimes.com/1986/05/20/world/us-is-pressing-assad-on-abu-nidal.html",1986-05-20,"U.S. IS PRESSING ASSAD ON ABU NIDAL",908
"http://www.nytimes.com/1986/05/21/world/italy-now-linking-syrians-to-attack-at-rome-airport.html",1986-05-21,"ITALY NOW LINKING SYRIANS TO ATTACK AT ROME AIRPORT",1009
"http://www.nytimes.com/1986/05/21/world/syria-is-said-to-press-trench-work.html",1986-05-21,"SYRIA IS SAID TO PRESS TRENCH WORK",578
"http://www.nytimes.com/1986/05/23/world/italy-sees-no-proof-of-official-syrian-link-to-airport-attack.html",1986-05-23,"ITALY SEES NO PROOF OF OFFICIAL SYRIAN LINK TO AIRPORT ATTACK",978
"http://www.nytimes.com/1986/05/24/world/france-and-iran-meet-to-improve-ties.html",1986-05-24,"FRANCE AND IRAN MEET TO IMPROVE TIES",650
"http://www.nytimes.com/1986/05/24/world/italy-said-to-decide-to-ask-for-warrants-for-syrians-in-raid.html",1986-05-24,"ITALY SAID TO DECIDE TO ASK FOR WARRANTS FOR SYRIANS IN RAID",323
"http://www.nytimes.com/1986/05/25/world/italy-expected-to-implicate-several-from-mideast-in-the-airport-raid.html",1986-05-25,"ITALY EXPECTED TO IMPLICATE SEVERAL FROM MIDEAST IN THE AIRPORT RAID",1036
"http://www.nytimes.com/1986/05/26/world/syria-denies-terrorism-role-and-seeks-talks-with-us.html",1986-05-26,"SYRIA DENIES TERRORISM ROLE AND SEEKS TALKS WITH U.S.",1159
"http://www.nytimes.com/1986/05/29/world/syrian-is-certain-french-hostages-will-be-freed.html",1986-05-29,"SYRIAN IS 'CERTAIN' FRENCH HOSTAGES WILL BE FREED",559
"http://www.nytimes.com/1986/05/29/world/papandreou-faults-us.html",1986-05-29,"Papandreou Faults U.S.",301
"http://www.nytimes.com/1986/05/29/world/no-syrians-are-included-in-new-italian-warrants.html",1986-05-29,"NO SYRIANS ARE INCLUDED IN NEW ITALIAN WARRANTS",635
"http://www.nytimes.com/1986/06/01/weekinreview/europe-keeps-up-pressure-on-libya.html",1986-06-01,"EUROPE KEEPS UP PRESSURE ON LIBYA",792
"http://www.nytimes.com/1986/06/04/world/53-die-in-fierce-fighting-in-west-beirut.html",1986-06-04,"53 DIE IN FIERCE FIGHTING IN WEST BEIRUT",627
"http://www.nytimes.com/1986/06/07/world/plan-for-iraqi-syrian-talks-reported.html",1986-06-07,"PLAN FOR IRAQI-SYRIAN TALKS REPORTED",762
"http://www.nytimes.com/1986/06/10/world/evidence-of-syrian-link-to-terror-still-murky.html",1986-06-10,"EVIDENCE OF SYRIAN LINK TO TERROR STILL MURKY",921
"http://www.nytimes.com/1986/06/11/world/iraq-syria-talks-expected-friday.html",1986-06-11,"IRAQ-SYRIA TALKS EXPECTED FRIDAY",239
"http://www.nytimes.com/1986/06/14/world/around-the-world-lebanon-force-planned-for-palestinian-areas.html",1986-06-14,"AROUND THE WORLD; Lebanon Force Planned For Palestinian Areas",193
"http://www.nytimes.com/1986/06/16/world/syrians-act-to-end-dispute-in-lebanon.html",1986-06-16,"SYRIANS ACT TO END DISPUTE IN LEBANON",610
"http://www.nytimes.com/1986/06/17/world/lebanese-moslem-receives-o-connor.html",1986-06-17,"LEBANESE MOSLEM RECEIVES O'CONNOR",289
"http://www.nytimes.com/1986/06/22/world/2-cypriots-freed-by-beirut-captors.html",1986-06-22,"2 CYPRIOTS FREED BY BEIRUT CAPTORS",602
"http://www.nytimes.com/1986/06/23/world/syria-holds-out-hope-for-end-of-hostages-ordeal.html",1986-06-23,"SYRIA HOLDS OUT HOPE FOR END OF HOSTAGES' ORDEAL",465
"http://www.nytimes.com/1986/06/29/world/patrols-in-lebanon-enforce-plan-to-end-control-by-militias.html",1986-06-29,"PATROLS IN LEBANON ENFORCE PLAN TO END CONTROL BY MILITIAS",284
"http://www.nytimes.com/1986/06/29/world/spain-says-palestinian-admits-bombing.html",1986-06-29,"SPAIN SAYS PALESTINIAN ADMITS BOMBING",575
"http://www.nytimes.com/1986/06/29/world/ex-aide-to-arafat-now-a-foe-says-plo-has-a-fortune-in-banks.html",1986-06-29,"EX-AIDE TO ARAFAT, NOW A FOE, SAYS P.L.O. HAS A FORTUNE IN BANKS",879
"http://www.nytimes.com/1986/06/30/world/around-the-world-o-connor-said-to-carry-demands-for-hostages.html",1986-06-30,"AROUND THE WORLD; O'Connor Said to Carry Demands for Hostages",155
"http://www.nytimes.com/1986/07/01/world/around-the-world-syrian-president-vows-to-help-free-hostages.html",1986-07-01,"AROUND THE WORLD; Syrian President Vows To Help Free Hostages",100
"http://www.nytimes.com/1986/07/09/world/palestinian-aide-uprooted-again.html",1986-07-09,"PALESTINIAN AIDE UPROOTED AGAIN",389
"http://www.nytimes.com/1986/07/11/world/israel-intercepts-raiders-at-sea-6-dead-in-fight.html",1986-07-11,"ISRAEL INTERCEPTS RAIDERS AT SEA; 6 DEAD IN FIGHT",1097
"http://www.nytimes.com/1986/07/12/world/around-the-world-peres-looks-to-syria-to-control-its-allies.html",1986-07-12,"AROUND THE WORLD; Peres Looks to Syria To Control Its Allies",89
"http://www.nytimes.com/1986/07/14/world/hussein-arafat-split-neither-wins.html",1986-07-14,"HUSSEIN-ARAFAT SPLIT: NEITHER WINS",1180
"http://www.nytimes.com/1986/07/14/world/syrian-patrols-give-sense-of-calm-to-west-beirut.html",1986-07-14,"SYRIAN PATROLS GIVE SENSE OF CALM TO WEST BEIRUT",1035
"http://www.nytimes.com/1986/07/15/world/an-anti-jewish-book-linked-to-syrian-aide.html",1986-07-15,"An Anti-Jewish Book Linked to Syrian Aide",198
"http://www.nytimes.com/1986/07/16/world/around-the-world-syria-gives-assurance-to-greece-on-hostages.html",1986-07-16,"AROUND THE WORLD; Syria Gives Assurance To Greece on Hostages",112
"http://www.nytimes.com/1986/07/16/world/london-trial-set-in-plot-on-el-al.html",1986-07-16,"LONDON TRIAL SET IN PLOT ON EL AL",398
"http://www.nytimes.com/1986/07/17/world/saudi-kidnapped-and-freed-in-2-hours-in-lebanon.html",1986-07-17,"SAUDI KIDNAPPED AND FREED IN 2 HOURS IN LEBANON",617
"http://www.nytimes.com/1986/07/18/world/hostages-reported-kept-in-beirut.html",1986-07-18,"HOSTAGES REPORTED KEPT IN BEIRUT",406
"http://www.nytimes.com/1986/07/19/world/sister-of-american-hostage-plans-to-visit-syria-tomorrow.html",1986-07-19,"Sister of American Hostage Plans to Visit Syria Tomorrow",158
"http://www.nytimes.com/1986/07/20/world/israelis-say-syria-might-seek-a-war.html",1986-07-20,"ISRAELIS SAY SYRIA MIGHT SEEK A WAR",1124
"http://www.nytimes.com/1986/07/27/world/american-hostage-freed-in-lebanon-after-19-months.html",1986-07-27,"AMERICAN HOSTAGE FREED IN LEBANON AFTER 19 MONTHS",1614
"http://www.nytimes.com/1986/07/27/world/freed-priest-calls-home-with-messages-of-hope.html",1986-07-27,"FREED PRIEST CALLS HOME WITH MESSAGES OF HOPE",848
"http://www.nytimes.com/1986/07/27/opinion/foreign-affairs-no-mideast-glimmer.html",1986-07-27,"FOREIGN AFFAIRS; No Mideast Glimmer",720
"http://www.nytimes.com/1986/07/28/world/king-hassan-quits-arab-league-post-over-peres-talks.html",1986-07-28,"KING HASSAN QUITS ARAB LEAGUE POST OVER PERES TALKS",865
"http://www.nytimes.com/1986/07/28/world/us-vows-it-won-t-make-concessions-over-hostages.html",1986-07-28,"U.S. VOWS IT WON'T MAKE CONCESSIONS OVER HOSTAGES",895
"http://www.nytimes.com/1986/07/28/world/priest-is-silent-on-the-hostages-still-in-lebanon.html",1986-07-28,"PRIEST IS SILENT ON THE HOSTAGES STILL IN LEBANON",720
"http://www.nytimes.com/1986/07/29/world/father-jenco-finally-catches-his-cab.html",1986-07-29,"FATHER JENCO FINALLY CATCHES HIS CAB",880
"http://www.nytimes.com/1986/07/29/world/car-bomb-kills-31-in-a-beirut-suburb.html",1986-07-29,"CAR BOMB KILLS 31 IN A BEIRUT SUBURB",543
"http://www.nytimes.com/1986/07/31/world/father-jenco-gives-message-to-pope-from-shiites.html",1986-07-31,"FATHER JENCO GIVES MESSAGE TO POPE FROM SHIITES",616
"http://www.nytimes.com/1986/08/01/world/beirut-sees-new-car-bombings-as-a-grisly-omen.html",1986-08-01,"BEIRUT SEES NEW CAR-BOMBINGS AS A GRISLY OMEN",995
"http://www.nytimes.com/1986/08/04/world/lebanon-kidnappers-deny-reports-of-secret-messages.html",1986-08-04,"LEBANON KIDNAPPERS DENY REPORTS OF SECRET MESSAGES",1013
"http://www.nytimes.com/1986/08/10/world/arabs-report-progress-toward-ending-plo-rift.html",1986-08-10,"ARABS REPORT PROGRESS TOWARD ENDING P.L.O. RIFT",623
"http://www.nytimes.com/1986/08/18/world/car-bombs-deal-new-blow-to-shattered-lebanon.html",1986-08-18,"CAR BOMBS DEAL NEW BLOW TO SHATTERED LEBANON",1019
"http://www.nytimes.com/1986/08/25/world/hard-line-palestinians-reject-unity-with-arafat.html",1986-08-25,"HARD-LINE PALESTINIANS REJECT UNITY WITH ARAFAT",548
"http://www.nytimes.com/1986/08/25/world/around-the-world-khomeini-says-iran-must-finish-off-iraqi.html",1986-08-25,"AROUND THE WORLD; Khomeini Says Iran Must 'Finish Off' Iraqi",106
"http://www.nytimes.com/1986/08/26/world/us-says-libya-may-have-plans-for-new-terror.html",1986-08-26,"U.S. SAYS LIBYA MAY HAVE PLANS FOR NEW TERROR",737
"http://www.nytimes.com/1986/08/28/world/assad-meets-qaddafi-and-vows-to-defend-libya.html",1986-08-28,"ASSAD MEETS QADDAFI AND VOWS TO DEFEND LIBYA",583
"http://www.nytimes.com/1986/08/31/world/around-the-world-syria-backs-talks-to-end-lebanese-civil-war.html",1986-08-31,"AROUND THE WORLD; Syria Backs Talks to End Lebanese Civil War",126
"http://www.nytimes.com/1986/09/01/world/iranians-incite-lebanese-shiites-to-militancy.html",1986-09-01,"IRANIANS INCITE LEBANESE SHIITES TO MILITANCY",580
"http://www.nytimes.com/1986/09/14/world/clues-on-terror-fluid-ties-and-use-of-surrogates.html",1986-09-14,"CLUES ON TERROR: FLUID TIES AND USE OF SURROGATES",1644
"http://www.nytimes.com/1986/09/14/books/on-the-bloddy-trail-of-sabri-al-banna.html",1986-09-14,"ON THE BLODDY TRAIL OF SABRI AL-BANNA",895
"http://www.nytimes.com/1986/09/18/world/thousands-in-lebanon-march-to-back-un-force.html",1986-09-18,"THOUSANDS IN LEBANON MARCH TO BACK U.N. FORCE",640
"http://www.nytimes.com/1986/09/24/world/france-reported-in-terrorist-deal.html",1986-09-24,"FRANCE REPORTED IN TERRORIST DEAL",694
"http://www.nytimes.com/1986/09/26/world/france-arrests-9-in-paris-bombings.html",1986-09-26,"FRANCE ARRESTS 9 IN PARIS BOMBINGS",1097
"http://www.nytimes.com/1986/09/28/world/lebanon-factions-battle-after-raid-into-east-beirut.html",1986-09-28,"LEBANON FACTIONS BATTLE AFTER RAID INTO EAST BEIRUT",820
"http://www.nytimes.com/1986/09/30/world/new-soviet-envoy-to-syria.html",1986-09-30,"New Soviet Envoy to Syria",35
"http://www.nytimes.com/1986/10/01/world/french-link-syria-to-terror-group.html",1986-10-01,"FRENCH LINK SYRIA TO TERROR GROUP",857
"http://www.nytimes.com/1986/10/02/world/france-cancels-all-police-leaves-amid-fear-over-new-terror-raids.html",1986-10-02,"FRANCE CANCELS ALL POLICE LEAVES AMID FEAR OVER NEW TERROR RAIDS",909
"http://www.nytimes.com/1986/10/02/world/summit-diplomacy-unofficial-perspectives-shultz-says-soviet-fails-stem-gulf-arms.html",1986-10-02,"SUMMIT DIPLOMACY: THE UNOFFICIAL PERSPECTIVES; SHULTZ SAYS SOVIET FAILS TO STEM GULF ARMS FLOW",800
"http://www.nytimes.com/1986/10/04/world/around-the-world-syrian-aide-is-seized-in-iran-but-later-freed.html",1986-10-04,"AROUND THE WORLD; Syrian Aide Is Seized In Iran but Later Freed",87
"http://www.nytimes.com/1986/10/05/world/ex-paris-aide-gave-warning-to-syria.html",1986-10-05,"EX-PARIS AIDE GAVE WARNING TO SYRIA",853
"http://www.nytimes.com/1986/10/05/weekinreview/the-world-french-officials-mobilize-against-new-terrorism.html",1986-10-05,"THE WORLD; French Officials Mobilize Against New Terrorism",336
"http://www.nytimes.com/1986/10/05/weekinreview/behind-the-warring-factions-in-a-bloody-east-beirut.html",1986-10-05,"BEHIND THE WARRING FACTIONS IN A BLOODY EAST BEIRUT",445
"http://www.nytimes.com/1986/10/06/world/cease-fire-eases-a-six-day-battle-in-lebanon.html",1986-10-06,"CEASE-FIRE EASES A SIX-DAY BATTLE IN LEBANON",285
"http://www.nytimes.com/1986/10/07/world/3-held-in-lebanon-accuse-paris-on-tape.html",1986-10-07,"3 HELD IN LEBANON ACCUSE PARIS ON TAPE",643
"http://www.nytimes.com/1986/10/09/world/chirac-s-anti-terror-policies-come-under-attack.html",1986-10-09,"CHIRAC'S ANTI-TERROR POLICIES COME UNDER ATTACK",610
"http://www.nytimes.com/1986/10/09/world/plo-moving-from-tunis-to-yemen.html",1986-10-09,"P.L.O. MOVING FROM TUNIS TO YEMEN",694
"http://www.nytimes.com/1986/10/14/world/police-deny-coercion-in-el-al-case.html",1986-10-14,"POLICE DENY COERCION IN EL AL CASE",560
"http://www.nytimes.com/1986/10/16/world/el-al-suspect-denies-bomb-plot.html",1986-10-16,"EL AL SUSPECT DENIES BOMB PLOT",925
"http://www.nytimes.com/1986/10/19/weekinreview/tracking-down-syria-s-terrorist-connections.html",1986-10-19,"TRACKING DOWN SYRIA'S TERRORIST CONNECTIONS",844
"http://www.nytimes.com/1986/10/19/magazine/the-terror-why-france-why-now.html",1986-10-19,"THE TERROR: WHY FRANCE? WHY NOW?",4591
"http://www.nytimes.com/1986/10/19/world/shiites-hint-at-willingness-to-trade-israeli-airman.html",1986-10-19,"SHIITES HINT AT WILLINGNESS TO TRADE ISRAELI AIRMAN",527
"http://www.nytimes.com/1986/10/24/world/jury-in-el-al-bomb-case-begins-deliberations.html",1986-10-24,"JURY IN EL AL BOMB CASE BEGINS DELIBERATIONS",675
"http://www.nytimes.com/1986/10/24/world/france-believes-syria-is-key-to-hostages-release.html",1986-10-24,"FRANCE BELIEVES SYRIA IS KEY TO HOSTAGES' RELEASE",836
"http://www.nytimes.com/1986/10/25/world/syria-responds-by-cutting-ties-with-britain.html",1986-10-25,"SYRIA RESPONDS BY CUTTING TIES WITH BRITAIN",496
"http://www.nytimes.com/1986/10/25/world/britain-breaks-syrian-ties-cites-proof-terror-role-el-al-suspect-convicted-us.html",1986-10-25,"BRITAIN BREAKS SYRIAN TIES; CITES PROOF OF TERROR ROLE; EL AL SUSPECT IS CONVICTED; U.S. Recalls Envoy",1175
"http://www.nytimes.com/1986/10/25/world/us-withdrawing-its-envoy-to-syria.html",1986-10-25,"U.S. WITHDRAWING ITS ENVOY TO SYRIA",619
"http://www.nytimes.com/1986/10/25/world/britain-breaks-syrian-ties-cites-proof-of-terror-role-el-al-suspect-is-convicted.html",1986-10-25,"BRITAIN BREAKS SYRIAN TIES; CITES PROOF OF TERROR ROLE; EL AL SUSPECT IS CONVICTED",1441
"http://www.nytimes.com/1986/10/25/nyregion/news-summary-saturday-october-25-1986.html",1986-10-25,"NEWS SUMMARY SATURDAY, OCTOBER 25, 1986",811
"http://www.nytimes.com/1986/10/26/world/british-ask-soviet-to-declare-itself-against-terrorism.html",1986-10-26,"BRITISH ASK SOVIET TO DECLARE ITSELF AGAINST TERRORISM",677
"http://www.nytimes.com/1986/10/26/world/libya-bars-british-planes.html",1986-10-26,"Libya Bars British Planes",422
"http://www.nytimes.com/1986/10/26/world/british-say-they-heard-syrian-envoy-discuss-plot.html",1986-10-26,"BRITISH SAY THEY HEARD SYRIAN ENVOY DISCUSS PLOT",641
"http://www.nytimes.com/1986/10/26/weekinreview/britain-breaks-its-ties-to-syria-citing-terrorism.html",1986-10-26,"BRITAIN BREAKS ITS TIES TO SYRIA, CITING TERRORISM",231
"http://www.nytimes.com/1986/10/27/world/france-reluctant-to-criticize-syria.html",1986-10-27,"FRANCE RELUCTANT TO CRITICIZE SYRIA",676
"http://www.nytimes.com/1986/10/27/nyregion/news-summary-monday-october-27-1986.html",1986-10-27,"NEWS SUMMARY: MONDAY, OCTOBER 27, 1986",911
"http://www.nytimes.com/1986/10/28/world/us-considers-sanctions-against-syria.html",1986-10-28,"U.S. CONSIDERS SANCTIONS AGAINST SYRIA",613
"http://www.nytimes.com/1986/10/28/world/news-summary-tuesday-october-28-1986.html",1986-10-28,"NEWS SUMMARY: TUESDAY, OCTOBER 28, 1986",807
"http://www.nytimes.com/1986/10/30/world/paris-said-to-seek-deal-with-syrians-to-curb-terrorism.html",1986-10-30,"PARIS SAID TO SEEK DEAL WITH SYRIANS TO CURB TERRORISM",1224
"http://www.nytimes.com/1986/10/30/opinion/smiting-syria-with-a-sponge.html",1986-10-30,"Smiting Syria With a Sponge",540
"http://www.nytimes.com/1986/10/31/opinion/foreign-affairs-a-victory-for-terrorists.html",1986-10-31,"Foreign Affairs; A Victory for Terrorists",724
"http://www.nytimes.com/1986/11/01/world/around-the-world-soviet-said-to-back-syria-against-britain.html",1986-11-01,"AROUND THE WORLD; Soviet Said to Back Syria Against Britain",91
"http://www.nytimes.com/1986/11/02/weekinreview/paris-tries-conciliation-and-expulsion.html",1986-11-02,"PARIS TRIES CONCILIATION AND EXPULSION",766
"http://www.nytimes.com/1986/11/03/opinion/why-isolate-syria.html",1986-11-03,"Why Isolate Syria?",676
"http://www.nytimes.com/1986/11/03/world/reagan-applauds-hostage-s-release.html",1986-11-03,"REAGAN APPLAUDS HOSTAGE'S RELEASE",1085
"http://www.nytimes.com/1986/11/04/world/hostage-s-release-is-linked-to-shift-in-iranian-policy.html",1986-11-04,"HOSTAGE'S RELEASE IS LINKED TO SHIFT IN IRANIAN POLICY",1039
"http://www.nytimes.com/1986/11/05/world/chirac-has-taken-the-reins-of-power-from-mitterand.html",1986-11-05,"CHIRAC HAS TAKEN THE REINS OF POWER FROM MITTERAND",906
"http://www.nytimes.com/1986/11/05/world/hope-voiced-on-the-remaining-hostages.html",1986-11-05,"HOPE VOICED ON THE REMAINING HOSTAGES",651
"http://www.nytimes.com/1986/11/08/world/reaction-in-europe-is-mixed.html",1986-11-08,"REACTION IN EUROPE IS MIXED",235
"http://www.nytimes.com/1986/11/09/world/europeans-divided-on-arms-for-iran.html",1986-11-09,"EUROPEANS DIVIDED ON ARMS FOR IRAN",503
"http://www.nytimes.com/1986/11/10/world/europeans-will-meet-today-on-syria.html",1986-11-10,"EUROPEANS WILL MEET TODAY ON SYRIA",833
"http://www.nytimes.com/1986/11/10/world/washington-times-publishes-transcript-of-chirac-remarks.html",1986-11-10,"WASHINGTON TIMES PUBLISHES TRANSCRIPT OF CHIRAC REMARKS",665
"http://www.nytimes.com/1986/11/11/world/beirut-group-says-french-will-be-freed.html",1986-11-11,"BEIRUT GROUP SAYS FRENCH WILL BE FREED",682
"http://www.nytimes.com/1986/11/11/world/britain-wins-support-on-syria-sanctions.html",1986-11-11,"BRITAIN WINS SUPPORT ON SYRIA SANCTIONS",885
